LoanID,Grade,SubGrade,Purpose,Term,ApplicationType,LoanStatus,VerificationStatus
999248,D,D3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
377112,D,D4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
621020,D,D4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
402568,D,D1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
444020,D,D4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
853829,E,E1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
468753,E,E5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
657326,E,E5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
441290,E,E3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
429696,F,F5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
550558,F,F2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
420457,G,G2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
430330,G,G4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
425051,D,D4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
662664,B,B4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
496220,B,B2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
433245,C,C4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
391704,D,D1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
692695,A,A4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
656057,A,A5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
401829,A,A5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
829932,A,A4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
358312,A,A5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
418395,B,B2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
819977,B,B3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
651824,B,B5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
567905,B,B1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
704088,B,B5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
834286,B,B4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
715813,B,B5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
1053041,B,B3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
575116,B,B5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
862862,B,B5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
870019,B,B3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
544440,C,C4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
505615,C,C2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
626172,C,C2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
1017282,C,C2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
755649,C,C1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
822778,C,C5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
396914,C,C3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
450346,D,D3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
445279,D,D5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
390554,D,D2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
657208,D,D5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
563076,D,D1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
865523,D,D4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
434055,E,E3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
423684,E,E4,small business, 36 months,INDIVIDUAL,Charged Off,Verified
375709,E,E3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
595190,E,E2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
421847,G,G5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
442205,G,G1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
746373,C,C2,small business, 36 months,INDIVIDUAL,Charged Off,Verified
422412,F,F3,small business, 36 months,INDIVIDUAL,Charged Off,Verified
792691,D,D1,small business, 36 months,INDIVIDUAL,Charged Off,Verified
429126,G,G5,small business, 36 months,INDIVIDUAL,Charged Off,Verified
1017512,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
414326,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
807181,A,A1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
996011,A,A1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
595701,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
609605,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1010187,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
623124,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
833919,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
391603,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
358417,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
649790,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
853684,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
753147,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1048075,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377311,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
574842,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
727675,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
706707,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
734199,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
798729,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
610685,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1011263,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
390865,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
976860,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
993433,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
567062,A,A1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1025542,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
526088,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
850958,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
995913,A,A1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377732,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
891428,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
388426,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
967468,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
613397,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
794040,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
972573,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
998396,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
552762,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
627707,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
988075,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
610730,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
888263,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
648648,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
358810,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
670030,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
573279,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
769629,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
498911,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
698839,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
569090,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
730827,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
390155,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
398255,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
400783,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
516327,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
820914,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
666388,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
602720,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
360801,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
402547,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
366003,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
766045,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
650515,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
864244,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1034899,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
847826,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
671578,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
664231,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
666646,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
373461,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
515387,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
756420,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
900506,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
374129,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
409840,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
381527,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
557572,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
502425,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
880642,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1017707,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
373971,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
570330,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
874038,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
981980,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
372330,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
844310,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
399592,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
771322,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
417046,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1002562,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
878029,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
677324,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
392992,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
862996,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
367337,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
841511,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1024482,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377081,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
632744,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
513698,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
376420,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
799644,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
372540,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
987019,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
681501,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
847213,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
373930,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
374229,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
371702,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
733598,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
636225,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
860723,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
788372,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
435953,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
369673,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
390322,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
367777,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
380058,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
704124,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
383745,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
404148,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
455299,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
765006,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
443972,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
433202,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
433320,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
569389,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
445734,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
460352,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
731284,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
444665,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
609649,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
407678,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
449310,E,E3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
361090,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
700298,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
364941,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
475322,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
654239,E,E1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
589570,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
374005,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
387680,E,E4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
416647,F,F2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
437160,F,F2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
652593,G,G1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
423695,G,G1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
419827,G,G1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
420313,G,G1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
977252,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
424281,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
392602,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
396522,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
388005,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
376036,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
385661,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
834769,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
696662,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
632848,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
988651,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
676812,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
577345,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
406759,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
587348,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
972758,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
661467,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
382077,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
388731,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377426,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
670785,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
656792,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
794820,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
846659,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
532452,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
602871,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1016347,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1028224,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
872627,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
504140,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1018387,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
821895,A,A2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
889647,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
626538,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
797391,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
656053,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
977249,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
786165,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
594884,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
847527,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
550323,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
364974,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
977057,A,A5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377926,A,A3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
886071,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
552360,A,A4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
681279,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
621176,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
864757,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
612693,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
533329,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
423349,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
613421,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
484894,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
543796,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
415485,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
624955,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
727165,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
495146,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
762053,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
527405,B,B3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
657142,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
973128,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
728966,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
398643,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1018297,B,B1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
399973,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
628550,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
378665,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
892505,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
404765,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
548680,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1039015,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
384083,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
388771,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
383924,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
487552,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
375763,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
826192,C,C1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
662418,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
416176,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
360894,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
650748,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
371444,C,C4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
784786,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
787803,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
597835,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
381334,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
663895,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
682078,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
633671,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
439686,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
602729,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
439344,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
377195,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
542793,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
381680,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
373972,D,D2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
395633,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
827607,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
547641,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
739830,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
684988,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
380731,D,D5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
429311,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
371525,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
466346,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
612577,D,D1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
522435,D,D4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
782561,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
432558,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
447737,E,E1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
434530,E,E4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
385916,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
432264,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
373699,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
443444,E,E1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
389885,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
572277,E,E3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
568327,E,E1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
564302,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
438446,E,E2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
358261,E,E3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
432929,E,E3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
429779,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
700214,E,E1,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
520952,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
804865,C,C5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
818392,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
877547,B,B4,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
629594,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
1017574,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
861830,C,C3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
621806,C,C2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
662743,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
472668,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
443878,E,E5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
629039,B,B2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
366567,B,B5,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
440324,D,D3,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
420050,G,G2,small business, 36 months,INDIVIDUAL,Fully Paid,Verified
570300,B,B2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
771304,B,B5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
768277,B,B4,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
550366,B,B5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
994808,B,B2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
572892,B,B5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
557997,C,C2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
806491,C,C1,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
715871,D,D2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
734018,D,D4,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
674675,D,D3,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
533613,D,D5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
685022,A,A5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
580792,B,B5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
827419,B,B5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
621238,B,B2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
806604,B,B2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
725372,C,C2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
611317,C,C3,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
708965,C,C1,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
829893,C,C4,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
535601,C,C2,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
629930,C,C5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
564020,C,C1,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
690459,C,C5,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
649179,C,C1,small business, 60 months,INDIVIDUAL,Charged Off,Not Verified
717250,A,A4,small business, 60 months,INDIVIDUAL,Fully Paid,Not Verified
599923,A,A3,small business, 60 months,INDIVIDUAL,Fully Paid,Not Verified
663655,B,B5,small business, 60 months,INDIVIDUAL,Fully Paid,Not Verified
