MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
959800,2 years,Bank of America,RENT
760674,3 years,Medical Center of Central GA,RENT
681693,10+ years,us army,RENT
681269,4 years,Razorfish,RENT
1046323,9 years,Ritz-Carlton,RENT
1099822,< 1 year,Heritage Bank of Commerce,RENT
857149,3 years,Sterling Equities,RENT
1019005,< 1 year,Interim HealthCare,RENT
912575,< 1 year,Scottsdale Healthcare,RENT
972795,3 years,BPL,RENT
1202817,10+ years,ACA Financial Guaranty Corporation,RENT
1277507,< 1 year,kade,RENT
1061893,< 1 year,PPI Technology Services,RENT
1264402,1 year,Law Cash,RENT
958470,6 years,Lowes,RENT
397821,< 1 year,Warner Bros. Television,RENT
890878,9 years,Bank of America,RENT
666563,< 1 year,Cushman&Wakefield,RENT
998523,< 1 year,"Seeing Angels Two by Two, LLC",RENT
912047,1 year,Etched By Design,RENT
963887,< 1 year,YESCO,RENT
701452,10+ years,military,RENT
1035384,4 years,New york community bank,RENT
728482,3 years,oparc,RENT
1024125,2 years,The Jones Group,RENT
1264757,< 1 year,FORT DUNCAN MEDICAL CENTER,RENT
701196,10+ years,U.S. Army,MORTGAGE
1008413,2 years,VGT Inc.,MORTGAGE
986807,2 years,Carilion Clinic,MORTGAGE
1005851,2 years,Sulphur Bluff ISD,MORTGAGE
742336,3 years,peninsula imaging,MORTGAGE
1049637,4 years,Catholic Church of St. Monica,MORTGAGE
1092224,7 years,MacKay Shields,MORTGAGE
701168,< 1 year,Fitness Evolution,MORTGAGE
1076524,10+ years,UPS,MORTGAGE
762262,6 years,URS Corporation,MORTGAGE
902418,7 years,US Army,MORTGAGE
1273308,10+ years,"Siemens Energy, Inc.",MORTGAGE
961932,10+ years,HEBREW HOSPITAL HOME OF WESTCHESTER,MORTGAGE
1044109,10+ years,hustler casino,MORTGAGE
700119,< 1 year,Amazon.com,MORTGAGE
920951,8 years,Ventana Medical Systems- ROCHE,MORTGAGE
688339,< 1 year,Spectrum Health,MORTGAGE
1076401,3 years,,MORTGAGE
1214468,1 year,,MORTGAGE
697460,10+ years,Fidelity National Financial,MORTGAGE
1005495,5 years,The Charlotte Observer,MORTGAGE
1021323,5 years,John Hancock Funds,MORTGAGE
641261,9 years,HNTB Corporation,MORTGAGE
823277,10+ years,Berry Plastic,OWN
514170,5 years,Pelco,OWN
989583,2 years,Western Michigan University,OWN
511665,< 1 year,ADP,OWN
904839,< 1 year,Collision Centers Of America,OWN
1072730,1 year,Intellitrex,OWN
1049866,< 1 year,McDonalds,OWN
1260773,1 year,Jones Lang Lasalle,RENT
708596,10+ years,Concordia Lutheran Church and School,RENT
909704,10+ years,Papa Murphy's Pizza,RENT
182935,2 years,UC San Diego,RENT
944375,2 years,Fremont Rideout Health Group,RENT
715788,3 years,DC Public Schools,RENT
1053247,3 years,Bank of America,RENT
920334,4 years,Shasta Valley Resource Conservation Dist,RENT
715657,5 years,Cartus,RENT
1083055,6 years,"Isabelle Ponge Wilson, M.D.",RENT
414260,8 years,BETA Group,RENT
1098870,< 1 year,Kaiser Permanente,RENT
1269186,< 1 year,Simplikate,RENT
736883,< 1 year,LG Realty Advisors,RENT
995214,< 1 year,J & B Restaurant Partners,RENT
1219012,< 1 year,Pedigree Ski Shop,RENT
421542,1 year,"Intellitoys, LLC",RENT
1074778,3 years,US Air Force,RENT
781414,4 years,Stone Harbor Investment Partners,RENT
1077858,4 years,Vincent Limousine of New York,RENT
743224,4 years,Lockheed Martin,RENT
1199373,< 1 year,Stonehenge Advisors,RENT
1210581,< 1 year,Canyon Design Group,RENT
1255634,< 1 year,Harrahs Casino,RENT
1212716,2 years,Panasonic Avionics Corporation,RENT
1055134,2 years,Morpheus Media a Createthe Group Company,RENT
1245135,< 1 year,Goldman Sachs,RENT
680737,< 1 year,"Univ California, San Francisco",RENT
1094095,< 1 year,First Solar LLC,RENT
1092179,1 year,Branson Airport,RENT
714529,1 year,Golub Capital,RENT
1090252,10+ years,YAI/NIPD,RENT
795158,10+ years,US Army,RENT
782565,2 years,popchips,RENT
929619,2 years,Triunfo-Mex Inc,RENT
740860,3 years,Beacon Hill Athletic Club,RENT
728566,3 years,EUROMOTORCARS MERCEDES BENZ,RENT
996738,3 years,Newark Beth Israel Medical Center,RENT
1070390,3 years,J-W Measurement,RENT
930801,3 years,United States Coast Guard,RENT
1094416,4 years,2nd Street Corporation,RENT
704453,4 years,Linfield Christian Schools,RENT
1018078,< 1 year,Weatherford Independent School District,RENT
798206,2 years,Austin ISD,RENT
1247754,3 years,Meetup,RENT
967657,6 years,US Army,RENT
705308,9 years,Chaimberlains Fish Market Grill,RENT
958094,1 year,School District of Philadelphia,RENT
872468,1 year,chase bank,RENT
1276126,2 years,Target & Public Storage(2 jobs),RENT
1015558,4 years,ODS Companies,RENT
1278654,< 1 year,ShopRite,RENT
1233366,< 1 year,Ram Technologies,RENT
1005634,< 1 year,Potbellys,RENT
1233158,6 years,nypd,RENT
1086364,< 1 year,Epicor Software Corporation,RENT
778494,< 1 year,Banana Republic,RENT
1246434,1 year,South Denver GI,RENT
1023521,< 1 year,Michigan First Credit Union,RENT
542547,< 1 year,GREAT HEARTS ACADEMIES,RENT
890529,5 years,Loyola University Medical Center,RENT
1034671,3 years,Pfizer,RENT
724763,< 1 year,Calloway Labs,RENT
1067270,2 years,Tin Roof Bakery,RENT
1093435,2 years,usaf,RENT
1065056,3 years,University of South Florida,RENT
684372,< 1 year,Home Depot,RENT
1009810,< 1 year,Sushi Roku,RENT
952416,< 1 year,National Center for Genetic Resources Pr,RENT
1230834,1 year,Beckman Coulter Inc.,RENT
1049815,2 years,University of Miami School of Medicine,RENT
678221,5 years,Gary Buxton,RENT
775355,< 1 year,HR Solutions Inc.,RENT
734588,< 1 year,Southeast Metro Stormwater Authority,RENT
948444,< 1 year,Barclays Capital,RENT
1076452,10+ years,Sacramento County,RENT
1286323,6 years,U.S. Army,RENT
1280513,< 1 year,allison smith company llc,RENT
1074807,< 1 year,GCA Technology Services,RENT
1063975,4 years,HSS,RENT
1077820,< 1 year,Plum Market Ann Arbor,RENT
1092422,< 1 year,change.org,RENT
814061,5 years,Black Letter Discovery,RENT
1047870,< 1 year,Blue & Co.,RENT
970308,< 1 year,"Titmouse, Inc.",RENT
734440,5 years,Chartis Insurance,RENT
986876,< 1 year,Yuma UHSD,RENT
766883,< 1 year,Aurora Multimedia,RENT
1203022,< 1 year,University Retirement Community,RENT
1051328,< 1 year,Nordstrom,RENT
822581,1 year,Fraser Communications,RENT
1030757,3 years,AllianceBernstein,RENT
700033,4 years,Technology Association of Georgia,RENT
829876,4 years,Zone 7 Water Agency,RENT
922604,1 year,ASIG,RENT
1245127,< 1 year,"CRI Industries, Inc.",RENT
1072800,2 years,Internal Revenue Service,RENT
506199,5 years,Dept. of Defense,RENT
1078315,1 year,Bank of America,RENT
502989,2 years,MKS Instrument,RENT
971335,3 years,Prudential,RENT
688335,1 year,Cvs Pharmacy,RENT
767723,2 years,HomArt,RENT
264924,10+ years,UBS,RENT
1032603,1 year,Computers Universal INC,MORTGAGE
531750,1 year,EGS Electrical Group,MORTGAGE
1280133,10+ years,Fidelity Information Services,MORTGAGE
650971,4 years,Boston Medical Center,MORTGAGE
518470,7 years,Department of Homeland Security (DHS),MORTGAGE
818363,10+ years,Winn-Dixie,MORTGAGE
806386,10+ years,Winn-Dixie,MORTGAGE
714060,2 years,Booz Allen Hamilton,MORTGAGE
1022713,9 years,Department of Homeland Security-TSA,MORTGAGE
968535,10+ years,Boston Scientific,MORTGAGE
815492,3 years,Jackson Memorial Hospital,MORTGAGE
974783,4 years,IBM,MORTGAGE
978924,9 years,Salem Communications,MORTGAGE
713195,10+ years,US Steel,MORTGAGE
700234,5 years,ipworldtv inc,MORTGAGE
658485,< 1 year,Toshiba Business Solutions,MORTGAGE
714690,9 years,ComTech Systems Inc,MORTGAGE
967403,10+ years,Raytheon,MORTGAGE
671449,2 years,Delray Medical Center,MORTGAGE
959119,3 years,Catalyst Health Solutions,MORTGAGE
757760,3 years,Famima,MORTGAGE
840178,4 years,Philips,MORTGAGE
1055770,10+ years,Watts Constructors LLC,MORTGAGE
739252,10+ years,new york hospital,MORTGAGE
734487,7 years,Sizzler,MORTGAGE
969590,< 1 year,HBO,OWN
993546,< 1 year,HBO,OWN
988284,1 year,American Foundation for Suicide Preventi,RENT
742320,1 year,Raytheon,RENT
876736,10+ years,,RENT
770913,3 years,Intel Corporation,RENT
440287,4 years,Perot Systems,RENT
716671,4 years,Brown Brothers Harriman,RENT
946481,7 years,Landry's Seafood,RENT
683546,9 years,McGraw Hill,RENT
891005,< 1 year,Toray Composites America,RENT
862134,< 1 year,Pacific Quest,RENT
713362,< 1 year,Intel,RENT
1193665,10+ years,Wal-Mart,RENT
742498,1 year,Fifth Third Bank,RENT
717773,10+ years,Texas Health and Human Services,RENT
813457,4 years,nypd,RENT
699999,10+ years,InSinkErator,RENT
628992,10+ years,U.S. Army,RENT
1225638,6 years,The Red Threads Inc.,RENT
777207,9 years,Ohio Air National Guard,RENT
1251031,< 1 year,Solera National Bank,RENT
832935,2 years,"Riaz Baber, MD, SC",RENT
421156,2 years,United Health Services,RENT
1276567,3 years,Walmart,RENT
945910,5 years,First Vehicle Services,RENT
504297,< 1 year,Medical College of Wisconsin,RENT
981047,< 1 year,University of Texas-Austin,RENT
1026900,< 1 year,BrightStarr,RENT
1025189,3 years,Los Angeles Times,RENT
670946,1 year,Adecco,RENT
735564,2 years,Cedar Point,RENT
825496,< 1 year,,RENT
1110005,10+ years,arc usa valley central co,RENT
984045,2 years,Morgan Stanley,RENT
536571,< 1 year,"GOOD, Inc",RENT
576497,< 1 year,Verizon,RENT
684430,2 years,"MAXIMUS, INC",RENT
751669,5 years,Department of the Army,RENT
989969,1 year,Talagy,RENT
371742,10+ years,UPS,RENT
1259655,6 years,destination hotels and resorts,RENT
1261223,2 years,DMV,RENT
672609,1 year,Macy's,RENT
934690,7 years,The College Board,RENT
1228201,< 1 year,The Climate Corporation,RENT
405517,2 years,Walgreen,RENT
1024311,2 years,,RENT
1049116,4 years,,RENT
699270,8 years,Trader Joe's,RENT
1279608,6 years,Great South Bay YMCA,RENT
829862,10+ years,The Walt Disney Company,RENT
1015228,2 years,Proskauer Rose,RENT
515520,3 years,Target,RENT
615782,10+ years,US Government  EPA,MORTGAGE
703882,4 years,hotel marriott,RENT
770203,10+ years,US Army,RENT
1051740,3 years,UnitedHealth Group,RENT
693489,4 years,PARTY CITY CORP,MORTGAGE
907409,< 1 year,alpine access,OWN
774347,5 years,great clips,RENT
1098929,3 years,Baystate Medical Center,RENT
749107,4 years,catherines plus sizes,RENT
766420,6 years,Gerdau Ameristeel,MORTGAGE
822758,< 1 year,Port of Oakland,MORTGAGE
782633,10+ years,MP Nexlevel,MORTGAGE
737328,2 years,Eli Lilly USA,MORTGAGE
737762,5 years,"Saul Ewing, LLP",OWN
671440,2 years,Feather Falls Casino,RENT
835207,1 year,Weatherby Locums,RENT
849104,6 years,Southeastern Dock and Door,RENT
710331,10+ years,NYS Parks and Recreation,RENT
1094818,10+ years,RTI Biologics,RENT
690576,2 years,Edison early  learning center,RENT
696984,1 year,Limbach Company,RENT
737966,3 years,Covenant House,RENT
763419,4 years,State Street Bank,RENT
877919,3 years,Capital One,RENT
837391,< 1 year,Denture Masters,RENT
814046,9 years,American Express,RENT
701582,2 years,Shulas,RENT
691124,5 years,wally's desert turtle,RENT
727651,10+ years,Poway Unified School District,RENT
707987,10+ years,Co.StateVeterensNursing Home,RENT
752122,2 years,Kings Borough Community College,RENT
927783,5 years,Sylvan Learning Center,RENT
840187,1 year,Daedalus Projects Inc,RENT
944993,< 1 year,TheraCare,RENT
826358,5 years,Antelope Valley High School District,RENT
698657,2 years,State of Rhode Island,RENT
1200830,9 years,Wells Real Estate Funds,RENT
1033927,1 year,Barbours towing,RENT
788666,< 1 year,Dept of the Navy,RENT
959622,2 years,,MORTGAGE
930799,3 years,Fuel Interactive,MORTGAGE
936179,6 years,"Medifast, Inc.",MORTGAGE
1038579,< 1 year,,MORTGAGE
1081945,6 years,Citigroup,OWN
770104,8 years,Tekmark Global Solutions,RENT
816988,10+ years,Aon Fire Protection Engineering,RENT
800584,5 years,Harrahs Casino,RENT
684413,3 years,University of Pennsylvania,RENT
773085,< 1 year,UCSD Medical Center,RENT
757106,< 1 year,Pittsburgh Logistics,RENT
923555,4 years,Cook Chevrolet - Subaru,RENT
821405,< 1 year,Jefferies & Co.,RENT
1046461,2 years,USAF,RENT
1233893,< 1 year,Firehouse Tavern,RENT
807041,10+ years,U.S. Army,RENT
755731,5 years,MSKCC,RENT
673372,< 1 year,Discovery Time Square Exposition,RENT
928371,< 1 year,Sussex II State Prison,RENT
764708,< 1 year,chse,RENT
712881,4 years,Jack In The Box,RENT
812674,< 1 year,,RENT
689775,10+ years,US ARMY,RENT
684769,3 years,United States Marine Corps,RENT
859172,< 1 year,NYC Veterinary Specialists,RENT
990783,10+ years,University of West Florida,MORTGAGE
811736,8 years,UPS,MORTGAGE
1041792,8 years,"Dept of Corrections, CMC",MORTGAGE
1074752,5 years,Bank of America,RENT
962844,10+ years,US Army,MORTGAGE
906232,2 years,Wingate University,MORTGAGE
857438,10+ years,United States Air Force,MORTGAGE
799048,10+ years,Port of Oakland,MORTGAGE
1076100,10+ years,Pepsico,MORTGAGE
797501,10+ years,Boeing,MORTGAGE
897098,10+ years,U. S. Army,MORTGAGE
755610,10+ years,r.r. donnelley & Sons Inc,OWN
763901,2 years,Southern California Edison,OWN
776679,5 years,California Spa,RENT
1281504,4 years,Sterling Sound,RENT
696510,5 years,"IDI Distributors, Inc.",RENT
764195,< 1 year,URS,RENT
750865,2 years,Transportation Security Administration,RENT
942432,6 years,"Accuvant, Inc",RENT
784521,< 1 year,Talecris Biotherapuetics,RENT
731943,5 years,Jewel-Osco,RENT
794850,5 years,Hyatt,RENT
947901,< 1 year,Borgess Health,RENT
886253,3 years,MetLife,RENT
905031,1 year,Sensata Technologies,RENT
745098,< 1 year,TIAA-CREF,RENT
718555,< 1 year,State Department,RENT
757891,3 years,Dineley Claims Services,RENT
926381,< 1 year,Borgess Health,RENT
709840,10+ years,Time Warner Cable,RENT
910266,3 years,New York State Unified Court System,RENT
704602,8 years,BFSA,RENT
952335,1 year,,RENT
956624,2 years,Staffmark,RENT
1077835,2 years,White Chocolate Grill,RENT
1203664,2 years,Tyson Foods Inc.,MORTGAGE
991750,< 1 year,Edward Jones Investments,RENT
1066522,4 years,MTV Networks,RENT
1025798,10+ years,U.S.Postal Service,RENT
1277178,10+ years,AIR RESOURCES BOARD,RENT
1311748,1 year,University Medical Group,RENT
1306721,< 1 year,Starbucks,RENT
1303503,3 years,SFMTA,RENT
1304764,2 years,Frito Lay,RENT
1301955,4 years,Nucor Building Systems,RENT
1304202,9 years,,MORTGAGE
1304166,6 years,Costco Wholesale Corp.,RENT
1297940,4 years,community colleges of spokane,RENT
1302453,2 years,Search for Common Ground,RENT
1301405,8 years,Corning Inc.,MORTGAGE
1300495,5 years,King County Sheriffs Office,MORTGAGE
1292817,3 years,Multisensory Learning Academy,OWN
1194336,10+ years,New Buck Corporation,MORTGAGE
1300296,7 years,Musco Lighting,MORTGAGE
1300514,7 years,"Time Escrow, Inc.",RENT
1299269,1 year,Dr.Boers,RENT
1295634,10+ years,Neil Nakai Inc.,RENT
1299526,3 years,Americare,RENT
1107021,5 years,Virginia Tech,RENT
1299041,10+ years,State of Mass. DDS,MORTGAGE
1298978,9 years,m.s.c.z. inc earthwize recycling,MORTGAGE
1298948,3 years,AT and T,RENT
1298041,< 1 year,Willowood Care Center,RENT
1298139,5 years,M and T Bank,MORTGAGE
1296648,5 years,tampa bay rays baseball,MORTGAGE
1296352,7 years,Lorain County Common Pleas Court,RENT
1296348,10+ years,ADP,MORTGAGE
1295991,10+ years,,RENT
1295786,2 years,"J. Chapman Inspections, Inc.",RENT
1295567,5 years,SHOWBOAT CASINO,RENT
1283491,3 years,Miller & Wright Architects,RENT
1252167,3 years,Mercury Computer Sys,MORTGAGE
1294599,10+ years,Port of Everett,MORTGAGE
1294575,1 year,Comcast,MORTGAGE
1294433,10+ years,self employed,RENT
1260966,4 years,H. Lee Moffitt Cancer Center,MORTGAGE
1294324,3 years,State of Texas,RENT
1294219,< 1 year,Target,OWN
1294209,7 years,Juniper Networks,RENT
1290219,5 years,University of Central Florida,RENT
1293854,2 years,European Service at Home,RENT
1293501,7 years,Hammer Creative,RENT
1293397,1 year,Western Wyoming Community College,MORTGAGE
1284516,1 year,Hyatt Hotel,RENT
1290740,7 years,Autism Speaks,MORTGAGE
1292661,4 years,Federal Bureau of Prisons,RENT
1286745,10+ years,,OWN
1292740,3 years,New York City Department of Correction,RENT
1292172,3 years,May Advertising,RENT
1292355,4 years,vanderbuit mtg,MORTGAGE
1290081,5 years,Sumisho Global Logisitics,RENT
1290891,1 year,Tory Burch,RENT
1289661,1 year,Aarons Sales and Lease,RENT
1291231,3 years,self-employed,OWN
1290976,< 1 year,target logistics,MORTGAGE
1290633,1 year,COUNTRY VILLA HEALTH CARE NOVATO,OWN
1278466,7 years,UnitedHealthCare Student Resources,MORTGAGE
1290292,3 years,Amalgamated General Agency,OWN
1289793,8 years,US Bank,MORTGAGE
1289477,5 years,heartland hospital,MORTGAGE
89243,< 1 year,,MORTGAGE
84914,10+ years,Revere Public Schools,MORTGAGE
76583,1 year,Ping Interactive,MORTGAGE
121373,< 1 year,,NONE
121574,< 1 year,,NONE
113115,1 year,Aramis Designer Fragrances/Estee Lauder,RENT
250154,1 year,Wipro Corp,MORTGAGE
276321,10+ years,Self-Employed,MORTGAGE
133259,10+ years,pepsi cola,MORTGAGE
138910,4 years,white Oak Family Care Home,MORTGAGE
197013,4 years,Fannie Mae,MORTGAGE
139977,1 year,Staples,MORTGAGE
242302,4 years,"PressurePros, Inc",OWN
234484,1 year,International Fund for Animal Welfare,RENT
199451,10+ years,pixel imaging,RENT
140027,1 year,Schering-Plough Corp.,RENT
167573,1 year,Fanntech,RENT
189204,< 1 year,Mel Cotton's,RENT
167147,10+ years,Brockport CSD,RENT
275060,10+ years,Family Club,RENT
1002395,10+ years,united parcel service,MORTGAGE
404994,10+ years,City of Marysville,MORTGAGE
992835,10+ years,r&r sheetmetal,MORTGAGE
1197282,10+ years,metro north railroad,MORTGAGE
940830,10+ years,ExxonMobil,MORTGAGE
583917,2 years,Case Design and Project Management,MORTGAGE
338848,4 years,"ADR International, Inc",MORTGAGE
410827,< 1 year,American National Insurance Company,MORTGAGE
552463,< 1 year,Harbor Freight Tools,MORTGAGE
1212746,3 years,Federal Home Loan Bank,MORTGAGE
1192002,7 years,JK Harris,MORTGAGE
354965,< 1 year,,MORTGAGE
388337,10+ years,Jackson County Assessment,MORTGAGE
661870,6 years,Logan County Schools,MORTGAGE
835284,8 years,Selective Insurance Company,MORTGAGE
458496,10+ years,State of Michigan,MORTGAGE
1062497,10+ years,RITCHIES MEAT DISTRIBUTOR,MORTGAGE
1205459,10+ years,Kmart,MORTGAGE
676207,6 years,,MORTGAGE
651928,1 year,TTI,MORTGAGE
358021,1 year,"Elaines Music & Art Studio, LLC",MORTGAGE
630614,10+ years,Eastman Kodak,MORTGAGE
348115,6 years,Prudential Fox & Roach Realtors,MORTGAGE
584213,7 years,State Of Colorado,MORTGAGE
330728,< 1 year,Affordable Kitchen &,MORTGAGE
453283,3 years,OU Medical Center,MORTGAGE
648347,7 years,Management Science Associates,MORTGAGE
385363,10+ years,Elmhurst Community School Dist. #205,MORTGAGE
546894,< 1 year,Cox.,MORTGAGE
298277,1 year,ACE-INA,MORTGAGE
619422,2 years,Atlantic Southwest Airline,MORTGAGE
776649,10+ years,Comair Airlines,MORTGAGE
608635,< 1 year,Simi Valley Unified School District,MORTGAGE
495778,10+ years,Disabled for 11 years,MORTGAGE
769331,10+ years,Cobb County Board of Ed,MORTGAGE
939127,7 years,Knack systems LLC,MORTGAGE
601164,8 years,Beaver Grocery,MORTGAGE
1099350,10+ years,MPP Fullerton,MORTGAGE
1276155,5 years,Ear Level Communication,MORTGAGE
612278,< 1 year,Keller Williams Premier Realty,MORTGAGE
713811,2 years,John Peter smith hospital,MORTGAGE
543053,10+ years,Payne Home Improvements and Repairs,MORTGAGE
1083799,1 year,Macy's,MORTGAGE
643599,10+ years,cohoes bowling arena,MORTGAGE
871862,8 years,Ferguson Enterprises,MORTGAGE
1034193,< 1 year,Maryland Division of Corrections,MORTGAGE
348831,7 years,estes express lines,MORTGAGE
306632,10+ years,los angeles county fire department,MORTGAGE
422373,10+ years,DOD  KANSAS AIR GUARD,MORTGAGE
556610,3 years,guida scrap metal,MORTGAGE
1002198,5 years,HEB,MORTGAGE
1249328,2 years,Level One Hvac Services,MORTGAGE
661750,5 years,Wachovia Bank,MORTGAGE
1204772,7 years,Meadowbrook Baptist,MORTGAGE
371796,2 years,Government of the District of Columbia,MORTGAGE
988471,10+ years,MD State Highway Administration,MORTGAGE
211765,1 year,Jada Beauty,OTHER
428109,3 years,Bailey Funeral Home,OTHER
977818,10+ years,A & J escort & flag car service Inc.,OWN
637706,7 years,Kessler Institute of Rehab,OWN
1284857,3 years,Home Bank,OWN
1011398,2 years,precision machine specialist,OWN
597781,2 years,Texas Alcoholic Beverage Commission,OWN
376700,2 years,United States Marine Corps,OWN
355429,< 1 year,,OWN
553528,7 years,jmg custom homes,OWN
620372,10+ years,WalMart,OWN
539659,2 years,Teleperformance USA,OWN
1023880,2 years,Mimis Cafe,OWN
632618,3 years,Ukrops,OWN
652165,3 years,Carolina Paint & Body,OWN
352029,4 years,Houston Chronicle,OWN
665585,10+ years,Harbour Steel Services,OWN
587495,2 years,Payless,OWN
619578,5 years,PIAA,OWN
587628,< 1 year,jimmy stack,OWN
613130,3 years,PRECISION FUNDING GROUP LLC,OWN
644055,10+ years,amelia fabrics-janet's custom creations,OWN
567973,2 years,Agua Caliente Casino,OWN
856788,2 years,UPMC,OWN
980233,1 year,KELLYS HARDWARE,RENT
546573,10+ years,RETIRED,RENT
993994,10+ years,Goodwill Industries Of Greater New York,RENT
656773,10+ years,target corporation,RENT
580724,10+ years,north babylon public schools,RENT
576332,3 years,Cablevision,RENT
876293,4 years,Central Casting,RENT
693015,5 years,Bright House Networks,RENT
1218497,5 years,G4S Secure Solutions,RENT
1011222,6 years,Kenwood Fence Company,RENT
613972,8 years,Gabriel Brothers,RENT
1061904,1 year,Peace Security,RENT
1230468,10+ years,Harbor Freight Tools,RENT
1283038,3 years,Hopkins Federal Savings Bank,RENT
917212,3 years,american lifting products,RENT
429096,5 years,usf glen moore,RENT
578185,< 1 year,HISD,RENT
496842,< 1 year,US Box Corporation,RENT
1195059,10+ years,Highland Metals Inc,RENT
1239135,2 years,Action Dance Academy,RENT
1227944,1 year,Dell- Seton Health System,RENT
412374,2 years,"Medical Solutions of Arkansas, LLC.",RENT
598970,1 year,West Marine Inc.,RENT
483138,1 year,American Express,RENT
661093,2 years,Providence Community Services,RENT
566588,2 years,AT&T,RENT
1265108,2 years,Southeastern Freight Lines,RENT
567608,2 years,Alexandria Care Center,RENT
620586,3 years,HYATT REGENCY IRVINE,RENT
782358,3 years,Quail Creek Country Club,RENT
641925,4 years,Dow Chemical (Filmtec corp),RENT
1219155,5 years,United States District Court,RENT
543690,6 years,Panera Bread,RENT
376540,< 1 year,Pilot Catastrophe Services  Inc.,RENT
665113,< 1 year,Superior Manufactured Homes,RENT
685051,10+ years,Garfield High School,RENT
1227527,4 years,Keiser University,RENT
1230523,9 years,March of Dimes,RENT
659241,1 year,Woburn Fire Department,RENT
1055628,1 year,Advantage Sales  and  Marketing,RENT
318695,1 year,Bali House Furnishings,RENT
543269,10+ years,bereman carpets,RENT
627250,10+ years,Oscar Gruss and Son,RENT
888022,10+ years,Moody  Jones  Ingino  and  Morehead,RENT
605224,10+ years,Kapstone Charleston Kraft LLC,RENT
1059893,10+ years,Department of Motor Vehicles,RENT
441122,10+ years,Alion Science  and  Technology,RENT
614933,10+ years,Vanguard Printing,RENT
1211761,2 years,Wolverine Machine Products Co.,RENT
598519,2 years,Harps,RENT
1281588,2 years,Impax lab.,RENT
621550,5 years,Summit Natural Wellness Center,RENT
1012172,5 years,Statz Painting and Decorating,RENT
446763,< 1 year,Convergys,RENT
592579,< 1 year,management center group,RENT
1002039,2 years,Stryker,RENT
937019,3 years,cafe piccolo,RENT
588233,10+ years,Whole Foods,RENT
560433,3 years,Liberty mutual,RENT
583899,7 years,cnusd,RENT
562207,< 1 year,,RENT
307520,1 year,beachcomber,RENT
687771,1 year,Harborview Medical Center,RENT
557760,10+ years,In-Home Supportive Services,RENT
384733,2 years,Virginia Department of Social Services,RENT
798925,3 years,ANN TAYLOR,RENT
1091234,3 years,DHS/TSA,RENT
1216699,3 years,ASN Natural Stone Inc.,RENT
669056,4 years,NYC PARKS & RECREATION,RENT
688882,4 years,Sea Island,RENT
646368,4 years,Aesthetic Smiles of NJ,RENT
361667,6 years,Bouchard Transportation,RENT
624035,6 years,National City,RENT
1251209,7 years,HMS Host,RENT
634667,7 years,Playmates Paularino Preschool,RENT
559649,9 years,AMR Capital,RENT
583426,< 1 year,Cycle of Success Institue,RENT
638429,< 1 year,Apac Customer Services,RENT
657675,< 1 year,Limon,RENT
562099,< 1 year,Alternatives Unlimited,RENT
573355,< 1 year,Paragon Technology Group,RENT
1228025,10+ years,r.e.merlo farming,RENT
526835,10+ years,U.S. Army,RENT
359455,1 year,"Millican & Associates, Inc.",RENT
614364,1 year,Law Offices of Marshall Watson,RENT
595317,2 years,Tupper Lake Central School District,RENT
515007,< 1 year,Michigan Brewing Co.,RENT
582986,< 1 year,,RENT
1236516,5 years,Aqua Sun Lawn and Landscaping,RENT
509880,< 1 year,jiffy lube,RENT
521057,2 years,Sims Metal Management,RENT
983606,1 year,,RENT
483245,2 years,,RENT
998030,3 years,local 580,RENT
718949,4 years,PS 503,RENT
1102108,10+ years,priority nursing services,RENT
1207560,5 years,Simpson Property Group,RENT
1096974,1 year,Life Industries,RENT
602756,1 year,"Soldier Capital, LLC",RENT
345490,1 year,HCA  Medical Center,RENT
1028762,10+ years,Empire Pacific Windows,RENT
596364,10+ years,shoe carnival,RENT
566103,2 years,,RENT
565891,2 years,Unversity of Alabama,RENT
1032786,7 years,Healthways,RENT
601532,< 1 year,,RENT
586951,2 years,Campos Auto Body and Towing,RENT
589722,< 1 year,Caremark,RENT
700479,4 years,Atlanta Public Schools,RENT
1208701,10+ years,Moncrief medical home,RENT
1201441,2 years,Danya International,RENT
702935,4 years,South middlesex regional school,RENT
614439,7 years,Blue Cross Blue Shield of Massachusetts,RENT
1042766,8 years,Miller's Grand Events,RENT
696234,< 1 year,HUB,RENT
618184,< 1 year,Red Lobster-Darden Restaurants,RENT
1272433,1 year,Asw,RENT
544628,1 year,oil patch,RENT
679447,< 1 year,Yard House,RENT
538750,9 years,Jones of New york,RENT
603654,10+ years,Coldwell Banker,RENT
602174,4 years,Brandon Harley Davidson,RENT
637411,4 years,ARUP Laboratories,RENT
1059058,2 years,Audio Links,RENT
568037,4 years,SOUTH BAY MOTORS,RENT
568915,4 years,Gables Executives Offices,RENT
599313,10+ years,MTA TRANIST AUTH.,RENT
589564,2 years,Lewis Operating Corp.,RENT
600154,< 1 year,,RENT
648659,3 years,Travelers Aid,RENT
1051557,10+ years,F.B.I.,MORTGAGE
346847,4 years,"LNS, Inc.",MORTGAGE
354851,5 years,star satellite,RENT
356939,< 1 year,Beef o Bradys,RENT
684991,3 years,emeritus at ridgewood gardens,RENT
717249,10+ years,city of los angeles,RENT
185681,1 year,Oregon State University,MORTGAGE
281817,10+ years,Harvest Christian Fellowship,MORTGAGE
132940,9 years,State of NC / ESC,MORTGAGE
