LoanID,MemberID,IssueDate,LastPaymentDate,NextPaymentDate,LastCreditPullDate,AddressState,LoanAmount,TotalPayment,Installment,InterestRate,DTI,AnnualIncome,TotalAcc
666622,852264,11-02-2021,15-01-2021,15-02-2021,15-02-2021,FL,25000,29286,648.38,0.1899,0.1122,72000.0,20
977981,1200792,11-10-2021,15-02-2021,15-03-2021,15-08-2021,TX,17625,20896,506.12,0.2391,0.1608,400000.0,60
765022,965846,11-06-2021,14-06-2021,14-07-2021,14-02-2021,FL,18500,14811,411.43,0.1199,0.2283,40000.0,24
609371,781630,10-11-2021,15-08-2021,15-09-2021,16-02-2021,NY,4200,5121,89.22,0.0999,0.027,20004.0,6
980105,1203281,11-10-2021,12-11-2021,12-12-2021,16-05-2021,NY,18000,8241,404.24,0.1242,0.044,30000.0,21
732729,928961,11-05-2021,14-09-2021,14-10-2021,15-02-2021,FL,25000,20058,471.48,0.1199,0.1577,144240.0,28
1005977,1232359,11-11-2021,13-02-2021,13-03-2021,13-04-2021,VA,35000,19666,790.82,0.1269,0.0625,110000.0,21
829468,1038573,11-07-2021,13-05-2021,13-06-2021,16-05-2021,CA,26000,13274,632.14,0.1599,0.2118,78000.0,18
831049,1040247,11-07-2021,12-09-2021,12-10-2021,13-02-2021,TX,8000,3103,208.81,0.1929,0.2098,117300.0,36
563700,725352,10-08-2021,13-08-2021,13-09-2021,14-01-2021,KY,2400,2318,60.86,0.1793,0.06,21600.0,6
1010659,1237484,11-11-2021,13-10-2021,13-11-2021,14-02-2021,VA,6000,3299,124.26,0.089,0.2375,21624.0,21
600969,771236,10-10-2021,13-07-2021,13-08-2021,13-11-2021,CA,6300,4025,123.39,0.0654,0.0781,30096.0,23
867529,1081136,11-09-2021,12-07-2021,12-08-2021,12-11-2021,AZ,14750,3384,325.95,0.1171,0.2572,38496.0,33
999763,1225141,11-10-2021,14-02-2021,14-03-2021,16-04-2021,NY,8000,4851,179.66,0.1242,0.0208,38000.0,9
736677,933705,11-04-2021,13-09-2021,13-10-2021,14-01-2021,NJ,24000,16154,514.31,0.1037,0.0588,100000.0,16
810256,998632,11-07-2021,14-06-2021,14-07-2021,16-05-2021,CA,3500,2724,77.84,0.1199,0.129,36000.0,24
536278,692851,10-07-2021,11-01-2021,11-02-2021,11-06-2021,FL,18000,3142,399.13,0.1186,0.1662,60580.0,29
529214,684400,10-06-2021,10-08-2021,10-09-2021,16-05-2021,MD,1600,70,34.89,0.1112,0.148,71200.0,16
571874,735598,10-08-2021,13-05-2021,13-06-2021,16-04-2021,NY,8000,5581,174.42,0.1112,0.1692,152004.0,38
1003708,1230112,11-11-2021,15-04-2021,15-05-2021,15-09-2021,NJ,9600,9921,220.85,0.1349,0.0833,68000.0,31
622608,797935,10-12-2021,11-03-2021,11-04-2021,16-05-2021,MD,25000,1196,400.04,0.1372,0.2052,108000.0,25
592571,761040,10-10-2021,15-04-2021,15-05-2021,16-03-2021,NY,7000,9238,161.47,0.1361,0.1627,50000.0,17
847205,1058666,11-08-2021,12-11-2021,12-12-2021,16-05-2021,KY,20000,6971,465.27,0.1399,0.129,36000.0,10
718656,912905,11-04-2021,14-05-2021,14-06-2021,14-07-2021,AL,8000,7486,182.28,0.1306,0.061,135996.0,11
596491,765715,10-10-2021,11-01-2021,11-02-2021,16-03-2021,TX,5000,563,115.34,0.1361,0.2181,45000.0,16
869720,1083640,11-09-2021,12-06-2021,12-07-2021,16-05-2021,WA,20000,3427,380.98,0.1649,0.1909,54000.0,15
755206,955000,11-05-2021,12-11-2021,12-12-2021,16-05-2021,CA,1000,450,24.32,0.1599,0.2098,33000.0,20
1022563,1251342,11-11-2021,14-08-2021,14-09-2021,14-11-2021,NY,12000,10537,306.36,0.1825,0.0745,24000.0,5
620509,795294,10-11-2021,12-11-2021,12-12-2021,13-04-2021,HI,6000,3564,143.38,0.152,0.2441,90000.0,26
1056273,1287858,11-12-2021,14-05-2021,14-06-2021,14-10-2021,NV,17475,12458,404.35,0.1727,0.2484,56000.0,27
810326,1017223,11-07-2021,13-02-2021,13-03-2021,13-07-2021,TX,24000,11930,602.81,0.1749,0.1455,201000.0,35
527207,681962,10-06-2021,10-08-2021,10-09-2021,14-07-2021,CT,5600,383,133.85,0.1521,0.1032,40000.0,5
860255,1073007,11-08-2021,14-09-2021,14-10-2021,16-05-2021,NY,7600,6817,186.81,0.1649,0.205,36000.0,21
868862,1082606,11-09-2021,16-02-2021,16-03-2021,16-04-2021,NV,4200,6026,105.5,0.1749,0.1866,60000.0,18
776021,978330,11-06-2021,15-05-2021,15-06-2021,16-05-2021,NY,16000,19254,409.7,0.1839,0.1925,51000.0,6
527447,682252,10-06-2021,11-05-2021,11-06-2021,16-05-2021,NY,7000,1883,171.91,0.1645,0.0194,26004.0,7
724509,919630,11-04-2021,12-09-2021,12-10-2021,13-02-2021,CA,10200,4857,258.35,0.1788,0.1848,30000.0,9
1035664,1265515,11-11-2021,14-03-2021,14-04-2021,14-08-2021,GA,5500,4408,143.95,0.1942,0.1056,25000.0,6
535555,692001,10-06-2021,11-07-2021,11-08-2021,11-12-2021,CA,2400,922,59.42,0.1682,0.2025,33000.0,5
555237,708976,10-08-2021,12-04-2021,12-05-2021,12-08-2021,CA,10000,5048,251.55,0.1756,0.1304,44000.0,12
740576,938316,11-05-2021,12-10-2021,12-11-2021,16-05-2021,UT,13750,4929,355.1,0.1879,0.1238,41004.0,27
850713,1062556,11-08-2021,12-05-2021,12-06-2021,12-09-2021,DC,35000,5444,932.17,0.2025,0.176,92000.0,20
558974,714694,10-08-2021,11-04-2021,11-05-2021,11-09-2021,FL,6000,1503,157.01,0.1941,0.1147,22800.0,7
670022,856627,11-02-2021,14-02-2021,14-03-2021,14-06-2021,MI,30000,29533,778.06,0.1899,0.0567,104004.0,11
880286,1095260,11-09-2021,13-01-2021,13-02-2021,13-06-2021,CA,28000,13516,761.92,0.2128,0.1095,57996.0,20
745255,943814,11-06-2021,13-04-2021,13-05-2021,13-09-2021,MA,11000,7224,306.82,0.2248,0.1483,36000.0,7
620516,795298,10-11-2021,12-07-2021,12-08-2021,13-02-2021,UT,25000,13917,673.11,0.2077,0.0843,78000.0,15
753691,953358,11-05-2021,12-06-2021,12-07-2021,16-04-2021,NY,30000,6045,503.8,0.1839,0.165,64000.0,19
867685,1081306,11-09-2021,12-08-2021,12-09-2021,13-02-2021,NV,35000,8147,628.85,0.1879,0.2449,124500.0,18
1009946,1236925,11-11-2021,12-02-2021,12-03-2021,12-06-2021,HI,12000,1258,291.57,0.1596,0.2223,48744.0,19
608114,780097,10-11-2021,15-11-2021,15-12-2021,16-05-2021,NJ,6000,4788,79.81,0.0654,0.0192,90000.0,13
579845,745453,10-09-2021,15-01-2021,15-02-2021,15-11-2021,CT,2400,2878,48.11,0.0751,0.1623,65004.0,46
605711,777051,10-11-2021,14-09-2021,14-10-2021,14-09-2021,MA,7000,8082,135.89,0.0617,0.1406,52416.0,22
528003,682911,10-06-2021,14-12-2021,14-01-2022,16-04-2021,NJ,14000,18422,307.83,0.1149,0.1268,230000.0,30
552873,712397,10-07-2021,15-05-2021,15-06-2021,15-05-2021,SC,12000,15425,257.22,0.1038,0.0974,72084.0,17
813562,1021013,11-08-2021,14-10-2021,14-11-2021,16-04-2021,CA,20000,25147,434.75,0.1099,0.0308,48000.0,6
713096,906282,11-04-2021,15-12-2021,15-01-2022,15-12-2021,NV,24575,31558,526.64,0.1037,0.2368,75600.0,32
716528,910420,11-04-2021,16-04-2021,16-05-2021,16-04-2021,NV,27000,34716,578.6,0.1037,0.1699,77000.0,50
765512,966409,11-06-2021,13-04-2021,13-05-2021,15-09-2021,FL,25000,28669,549.69,0.1149,0.1441,90372.0,16
714700,908151,11-04-2021,16-04-2021,16-05-2021,16-04-2021,CA,30000,39235,653.92,0.1111,0.1049,240000.0,24
783997,987164,11-06-2021,14-10-2021,14-11-2021,15-05-2021,FL,15850,20275,348.51,0.1149,0.0619,25000.0,6
721530,916157,11-04-2021,14-02-2021,14-03-2021,14-03-2021,VA,20000,24684,432.26,0.1074,0.0676,108000.0,13
624173,799929,10-12-2021,11-06-2021,11-07-2021,15-07-2021,MI,20000,12975,263.41,0.0999,0.0982,54400.0,39
881531,1096606,11-09-2021,15-05-2021,15-06-2021,15-12-2021,TX,3800,5016,85.34,0.1242,0.15,154008.0,44
612511,785400,10-11-2021,14-04-2021,14-05-2021,16-05-2021,CA,24000,29975,514.2,0.1036,0.075,185004.0,39
1003548,1230135,11-11-2021,14-01-2021,14-02-2021,15-09-2021,OR,30000,36343,662.95,0.1171,0.1261,150000.0,52
733395,929756,11-04-2021,15-03-2021,15-04-2021,16-05-2021,FL,14200,18017,304.3,0.1037,0.2545,80000.0,38
1040205,1270160,11-12-2021,14-10-2021,14-11-2021,16-05-2021,CT,24000,29571,517.64,0.1065,0.0413,200000.0,27
521621,674547,10-06-2021,13-03-2021,13-04-2021,13-03-2021,CA,25000,19278,339.65,0.1099,0.0185,74000.0,22
800317,1005590,11-07-2021,15-07-2021,15-08-2021,16-04-2021,MA,20000,25577,430.78,0.1059,0.0997,93000.0,47
521107,673805,10-05-2021,15-06-2021,15-07-2021,15-10-2021,MI,10000,12971,216.18,0.1075,0.0926,56004.0,15
779520,982265,11-06-2021,12-12-2021,12-01-2022,13-02-2021,NH,14700,16954,323.22,0.1149,0.0963,108000.0,31
845103,1056259,11-08-2021,14-02-2021,14-03-2021,14-03-2021,PA,25000,31030,555.99,0.1199,0.1768,73096.0,24
829076,1038158,11-07-2021,15-10-2021,15-11-2021,16-05-2021,MA,15000,19853,333.6,0.1199,0.0908,60000.0,17
585291,752019,10-10-2021,14-02-2021,14-03-2021,16-05-2021,GA,9200,11759,202.29,0.1149,0.0415,94568.0,15
746239,944949,11-05-2021,11-08-2021,11-09-2021,11-08-2021,IL,9500,9748,204.62,0.1059,0.1495,127404.0,40
600312,770485,10-11-2021,14-01-2021,14-02-2021,16-05-2021,LA,16000,13704,235.88,0.0962,0.0673,175000.0,50
624873,800841,10-12-2021,15-09-2021,15-10-2021,16-05-2021,MI,15000,13895,231.77,0.0925,0.1439,60000.0,31
977670,1200471,11-10-2021,16-03-2021,16-04-2021,16-02-2021,KY,15000,20210,338.93,0.1269,0.2368,33804.0,16
764670,965421,11-05-2021,16-03-2021,16-04-2021,16-05-2021,TX,20000,27277,454.96,0.1299,0.2612,49300.0,22
544138,701960,10-07-2021,15-07-2021,15-08-2021,15-07-2021,CA,1500,2076,34.6,0.1361,0.1387,76160.0,35
1007899,1234532,11-11-2021,15-05-2021,15-06-2021,15-05-2021,VA,12000,16084,276.06,0.1349,0.093,100000.0,23
839640,1049814,11-08-2021,15-09-2021,15-10-2021,15-10-2021,FL,35000,47665,805.17,0.1349,0.2054,80000.0,44
810261,1017156,11-07-2021,16-03-2021,16-04-2021,16-03-2021,TX,1500,2044,34.13,0.1299,0.0295,33000.0,42
680314,869086,11-02-2021,16-03-2021,16-04-2021,16-03-2021,MA,12000,16541,275.69,0.1343,0.0062,275004.0,10
552451,703411,10-07-2021,15-08-2021,15-09-2021,15-08-2021,PA,21000,28811,480.3,0.1323,0.1515,55700.0,25
811240,1018236,11-07-2021,13-08-2021,13-09-2021,13-08-2021,SD,30000,36636,682.44,0.1299,0.1004,80000.0,34
530036,685396,10-06-2021,12-06-2021,12-07-2021,12-06-2021,TX,25000,22651,426.74,0.1361,0.1238,120000.0,44
759041,959259,11-05-2021,13-10-2021,13-11-2021,13-10-2021,GA,18000,22223,409.47,0.1299,0.1163,31056.0,8
573443,737604,10-10-2021,12-02-2021,12-03-2021,12-02-2021,PA,16000,18558,365.94,0.1323,0.0515,65000.0,27
872605,1086810,11-09-2021,12-08-2021,12-09-2021,16-05-2021,TX,13200,14741,312.58,0.1479,0.1824,95400.0,32
565612,727662,10-08-2021,14-10-2021,14-11-2021,14-10-2021,MN,6000,8271,139.55,0.1398,0.1798,140004.0,51
666729,852394,11-02-2021,14-11-2021,14-12-2021,16-02-2021,TX,10000,13600,231.65,0.138,0.2341,102000.0,33
583948,750348,10-09-2021,15-01-2021,15-02-2021,15-01-2021,IL,8000,11084,186.07,0.1398,0.0607,52000.0,11
1046646,1277499,11-12-2021,12-02-2021,12-03-2021,12-02-2021,PA,35000,35783,805.17,0.1349,0.0772,135000.0,34
640632,820087,10-12-2021,14-04-2021,14-05-2021,16-05-2021,GA,20000,25858,447.22,0.1223,0.1968,105000.0,32
891246,1108028,11-10-2021,13-10-2021,13-11-2021,13-10-2021,MI,30000,38241,728.91,0.1596,0.0,174996.0,39
772684,974676,11-06-2021,11-09-2021,11-10-2021,16-04-2021,CA,10000,10418,247.94,0.1689,0.1104,207996.0,34
781306,984145,11-06-2021,14-02-2021,14-03-2021,14-03-2021,MA,25000,34271,623.88,0.1719,0.0217,196000.0,28
834303,1024176,11-08-2021,12-11-2021,12-12-2021,12-11-2021,NY,30000,35828,743.81,0.1689,0.0712,100000.0,16
608020,779939,10-11-2021,15-02-2021,15-03-2021,16-05-2021,CT,20000,28680,481.81,0.1557,0.2068,144996.0,56
1010854,1237694,11-11-2021,14-04-2021,14-05-2021,14-04-2021,MA,20000,27353,510.6,0.1825,0.1361,91140.0,18
520917,673490,10-06-2021,15-06-2021,15-07-2021,15-07-2021,GA,16000,22818,380.31,0.1496,0.0961,136000.0,12
768375,969672,11-06-2021,12-08-2021,12-09-2021,16-03-2021,AZ,6000,7035,145.88,0.1599,0.1746,61500.0,28
998868,1224239,11-11-2021,14-09-2021,14-10-2021,14-10-2021,FL,16800,23737,428.9,0.1825,0.1341,82296.0,23
682162,871287,11-02-2021,13-08-2021,13-09-2021,14-11-2021,NC,25000,32800,603.32,0.1565,0.1345,160000.0,22
664532,849696,11-02-2021,13-05-2021,13-06-2021,16-05-2021,MI,7800,9864,185.2,0.1491,0.1296,94000.0,37
640062,819369,10-12-2021,13-07-2021,13-08-2021,15-12-2021,VA,3200,4141,75.23,0.1446,0.134,85800.0,25
801918,1007536,11-07-2021,15-08-2021,15-09-2021,15-09-2021,NY,24000,28737,485.04,0.1599,0.1692,93000.0,17
1025415,1254563,11-11-2021,13-09-2021,13-10-2021,13-09-2021,IL,12000,15108,296.75,0.1677,0.205,80600.0,34
822685,1031139,11-08-2021,12-01-2021,12-02-2021,12-01-2021,TX,14500,15260,352.54,0.1599,0.1536,24996.0,23
896950,1117501,11-11-2021,14-11-2021,14-12-2021,14-11-2021,CA,5800,8101,144.99,0.1727,0.2325,51000.0,21
556123,716135,10-08-2021,15-08-2021,15-09-2021,15-08-2021,FL,10000,14340,239.01,0.1521,0.091,129996.0,21
834252,1044081,11-08-2021,13-01-2021,13-02-2021,13-02-2021,CA,35000,42417,860.28,0.1649,0.0232,82300.0,11
728332,924006,11-04-2021,14-07-2021,14-08-2021,16-05-2021,CA,12000,16512,289.59,0.1565,0.0643,100000.0,23
781984,984917,11-06-2021,11-09-2021,11-10-2021,15-03-2021,LA,27600,28443,706.73,0.1839,0.1365,118388.0,34
682867,872122,11-03-2021,16-03-2021,16-04-2021,16-05-2021,MN,20000,30394,506.57,0.1788,0.1831,82000.0,22
562787,724175,10-08-2021,10-12-2021,10-01-2022,11-01-2021,MA,6000,6331,148.54,0.1682,0.0595,53004.0,17
892332,1109212,11-10-2021,14-02-2021,14-03-2021,14-02-2021,CT,35000,48752,925.54,0.1991,0.1422,65000.0,17
753572,953226,11-05-2021,14-03-2021,14-04-2021,16-05-2021,NJ,30000,27342,500.12,0.1969,0.1053,204996.0,14
755916,955801,11-05-2021,15-10-2021,15-11-2021,16-05-2021,AZ,10000,15235,258.26,0.1879,0.1387,55200.0,22
1054150,1285971,11-12-2021,13-04-2021,13-05-2021,14-10-2021,CA,20000,24307,514.86,0.1864,0.0991,55800.0,28
531294,686896,10-06-2021,15-07-2021,15-08-2021,15-07-2021,CA,2000,2970,49.52,0.1682,0.1435,45000.0,13
892304,1109242,11-10-2021,13-02-2021,13-03-2021,16-05-2021,VA,21000,26000,549.62,0.1942,0.0553,300000.0,11
801249,1006810,11-07-2021,12-01-2021,12-02-2021,12-05-2021,GA,35000,29419,686.75,0.1799,0.154,120000.0,13
518893,670777,10-05-2021,15-06-2021,15-07-2021,15-05-2021,CA,5600,8251,137.53,0.1645,0.1837,95004.0,35
847464,1058955,11-08-2021,15-03-2021,15-04-2021,15-10-2021,CA,30000,44219,761.64,0.1799,0.0339,315000.0,39
690871,881345,11-03-2021,14-03-2021,14-04-2021,16-05-2021,TX,30000,42309,753.83,0.1751,0.0489,93456.0,13
562282,723559,10-09-2021,12-04-2021,12-05-2021,16-03-2021,TX,12000,15059,304.27,0.1793,0.1262,51996.0,24
580982,746803,10-09-2021,14-02-2021,14-03-2021,14-09-2021,CA,4000,5016,101.43,0.1793,0.187,36000.0,15
574550,739121,10-09-2021,15-09-2021,15-10-2021,15-09-2021,MI,12000,17824,297.08,0.1682,0.1978,50000.0,44
829338,1038436,11-07-2021,12-04-2021,12-05-2021,13-08-2021,MI,35000,39132,896.22,0.1839,0.1104,85000.0,24
989530,1106869,11-10-2021,13-08-2021,13-09-2021,13-08-2021,AZ,30000,38682,772.29,0.1864,0.0212,68000.0,16
811750,1018827,11-07-2021,13-01-2021,13-02-2021,16-03-2021,CA,12700,15232,331.48,0.1929,0.2095,60780.0,38
560858,721832,10-08-2021,14-03-2021,14-04-2021,14-04-2021,MD,15000,22348,386.39,0.1867,0.2148,78000.0,36
601598,771951,10-10-2021,14-07-2021,14-08-2021,16-05-2021,PA,15000,22055,379.28,0.178,0.2493,175000.0,26
696020,887150,11-03-2021,11-08-2021,11-09-2021,11-08-2021,MD,22300,22733,578.36,0.1899,0.1064,84000.0,35
670699,857419,11-02-2021,13-03-2021,13-04-2021,16-01-2021,CA,29000,38177,740.36,0.1825,0.1674,76000.0,31
729147,924903,11-04-2021,11-10-2021,11-11-2021,14-11-2021,CA,10000,10760,257.32,0.1862,0.1467,80892.0,40
730854,926862,11-04-2021,15-11-2021,15-12-2021,16-05-2021,CO,30000,46096,771.96,0.1862,0.0855,155004.0,35
831163,1040370,11-08-2021,12-05-2021,12-06-2021,12-05-2021,NV,19750,23060,559.27,0.2322,0.18,107000.0,23
769604,971087,11-06-2021,12-03-2021,12-04-2021,16-02-2021,GA,30000,34782,830.45,0.2211,0.1964,140000.0,43
600711,770957,10-10-2021,11-11-2021,11-12-2021,13-09-2021,CA,9600,10389,198.73,0.0888,0.0725,61200.0,33
782974,986042,11-06-2021,14-11-2021,14-12-2021,16-05-2021,FL,12000,16925,294.96,0.1649,0.0793,79900.0,18
541416,698821,10-08-2021,11-04-2021,11-05-2021,15-06-2021,VA,8500,9327,203.16,0.1521,0.209,50004.0,20
517997,669523,10-05-2021,15-06-2021,15-07-2021,16-04-2021,CA,24000,21048,350.8,0.0788,0.0456,85000.0,24
694196,885089,11-03-2021,16-03-2021,16-04-2021,16-03-2021,MA,15000,19618,326.96,0.1111,0.107,35000.0,16
708705,901226,11-03-2021,12-02-2021,12-03-2021,16-05-2021,NY,20000,21686,432.26,0.1074,0.1208,225000.0,30
629032,805961,10-12-2021,11-11-2021,11-12-2021,16-05-2021,TX,20000,21775,428.5,0.1036,0.0753,43000.0,30
771034,972769,11-06-2021,15-11-2021,15-12-2021,15-11-2021,IL,25000,21573,361.7,0.1299,0.2938,137004.0,38
1052257,1283810,11-12-2021,13-03-2021,13-04-2021,13-03-2021,MA,35000,41960,874.93,0.1727,0.1477,68750.0,20
735801,932608,11-05-2021,14-03-2021,14-04-2021,16-04-2021,NY,30000,41829,753.51,0.1749,0.0795,170004.0,13
543975,701778,10-07-2021,11-09-2021,11-10-2021,11-09-2021,FL,22000,16839,354.36,0.1719,0.1404,114000.0,22
891116,1104235,11-10-2021,15-11-2021,15-12-2021,15-11-2021,TX,24000,36535,617.83,0.1864,0.146,47000.0,30
643939,824066,11-01-2021,15-02-2021,15-03-2021,15-03-2021,NH,10000,14629,246.87,0.1669,0.234,56004.0,14
766902,967934,11-06-2021,14-10-2021,14-11-2021,14-10-2021,SC,17500,26225,460.63,0.1969,0.1793,75500.0,11
516727,667822,10-05-2021,14-07-2021,14-08-2021,14-07-2021,NJ,25000,26973,455.56,0.183,0.1455,60000.0,19
1024678,1253791,11-11-2021,12-12-2021,12-01-2022,16-05-2021,TX,35000,41903,944.71,0.2089,0.1258,70000.0,15
1005865,1232229,11-11-2021,12-04-2021,12-05-2021,14-02-2021,TX,9400,10233,257.86,0.2167,0.1326,60000.0,5
642321,812324,11-01-2021,16-01-2021,16-02-2021,16-01-2021,AR,16000,24661,411.01,0.1854,0.2001,83000.0,39
819582,1027712,11-07-2021,15-11-2021,15-12-2021,15-11-2021,WA,20000,33080,557.86,0.2248,0.0838,56000.0,19
709490,902113,11-04-2021,14-12-2021,14-01-2022,15-01-2021,DE,16000,23625,405.26,0.1788,0.1935,75500.0,27
597550,766998,10-10-2021,15-11-2021,15-12-2021,16-03-2021,VA,16000,11381,189.69,0.0691,0.1823,36072.0,26
524170,678232,10-06-2021,10-12-2021,10-01-2022,11-01-2021,AZ,4200,4353,84.18,0.0751,0.15,36000.0,21
688569,878730,11-03-2021,14-02-2021,14-03-2021,14-02-2021,MD,5000,6006,106.24,0.1,0.1643,98000.0,27
878753,1093574,11-09-2021,13-10-2021,13-11-2021,13-10-2021,GA,9950,11800,214.61,0.1065,0.0172,88771.0,15
782662,985675,11-06-2021,12-08-2021,12-09-2021,15-09-2021,CA,6700,7092,145.65,0.1099,0.0422,60000.0,10
806772,1013142,11-07-2021,13-10-2021,13-11-2021,13-11-2021,SC,25000,24600,445.8,0.1149,0.1038,49380.0,29
728418,924102,11-04-2021,16-05-2021,16-06-2021,16-04-2021,FL,10000,12968,216.13,0.1074,0.2061,39996.0,17
813286,1020727,11-08-2021,15-05-2021,15-06-2021,15-06-2021,OR,22100,28357,480.4,0.1099,0.0769,91800.0,7
522129,675369,10-06-2021,15-06-2021,15-07-2021,15-06-2021,HI,5000,6588,109.94,0.1149,0.0833,35004.0,7
625115,801140,10-12-2021,11-03-2021,11-04-2021,11-03-2021,CA,9750,9973,203.58,0.0925,0.19,30000.0,9
985695,1209413,11-10-2021,13-06-2021,13-07-2021,13-07-2021,PA,23700,27751,523.73,0.1171,0.2023,63000.0,28
637908,817143,10-12-2021,13-04-2021,13-05-2021,16-05-2021,CO,20000,23829,428.5,0.1036,0.0609,285000.0,31
706463,898673,11-03-2021,16-04-2021,16-05-2021,16-04-2021,NY,35000,45002,750.04,0.1037,0.0269,160000.0,26
793889,998442,11-06-2021,11-12-2021,11-01-2022,14-02-2021,AZ,30000,31339,652.13,0.1099,0.037,80000.0,22
546611,704839,10-07-2021,15-07-2021,15-08-2021,15-07-2021,OR,25000,20547,342.46,0.1149,0.1026,82000.0,32
612854,785815,10-11-2021,15-09-2021,15-10-2021,15-09-2021,TX,16000,14467,241.57,0.1036,0.0272,23400.0,24
893459,1110583,11-10-2021,13-10-2021,13-11-2021,13-10-2021,WA,20000,24222,449.15,0.1242,0.0802,60000.0,13
853049,1065196,11-08-2021,16-03-2021,16-04-2021,16-03-2021,PA,24000,31924,533.75,0.1199,0.1236,40000.0,14
538714,695711,10-07-2021,15-07-2021,15-08-2021,15-10-2021,MA,12000,15831,263.86,0.1149,0.1633,27996.0,12
842464,1053144,11-09-2021,15-03-2021,15-04-2021,15-03-2021,KS,21600,28077,480.38,0.1199,0.0665,72000.0,12
587148,754257,10-10-2021,11-07-2021,11-08-2021,15-05-2021,PA,13000,14063,285.84,0.1149,0.0948,50004.0,23
578304,743556,10-09-2021,12-03-2021,12-04-2021,12-04-2021,WI,19800,22519,435.36,0.1149,0.0522,130000.0,20
853562,1065736,11-08-2021,14-06-2021,14-07-2021,14-06-2021,IL,12000,10746,189.12,0.1099,0.1437,42000.0,16
856382,1068739,11-08-2021,16-01-2021,16-02-2021,16-01-2021,CA,4000,5253,87.96,0.1149,0.1555,160549.0,29
613827,786965,10-11-2021,15-12-2021,15-01-2022,16-03-2021,MD,14000,17997,299.95,0.1036,0.2433,61000.0,22
516199,667160,10-05-2021,11-05-2021,11-06-2021,11-05-2021,CO,6000,6712,135.7,0.1273,0.2105,24000.0,30
517245,668478,10-05-2021,10-07-2021,10-08-2021,14-01-2021,NY,8650,8746,197.31,0.1311,0.0044,46500.0,6
520782,673295,10-06-2021,12-01-2021,12-02-2021,16-04-2021,NY,24000,17740,340.36,0.1273,0.1026,73600.0,20
611386,784039,10-11-2021,15-11-2021,15-12-2021,16-03-2021,OR,4000,5504,91.74,0.1335,0.1271,95004.0,7
529905,685226,10-06-2021,12-11-2021,12-12-2021,12-11-2021,NJ,20000,17293,325.62,0.1398,0.0467,58595.0,13
726651,922080,11-04-2021,16-05-2021,16-06-2021,16-04-2021,VA,25000,34176,569.6,0.1306,0.1307,57000.0,15
668708,855024,11-03-2021,16-03-2021,16-04-2021,16-03-2021,WA,10000,13554,225.9,0.1268,0.021,89092.0,8
739765,937373,11-05-2021,16-05-2021,16-06-2021,16-05-2021,NY,12200,16535,275.6,0.1268,0.147,24000.0,9
704400,896406,11-03-2021,15-02-2021,15-03-2021,15-02-2021,PA,22000,30043,509.63,0.138,0.0694,78384.0,24
559726,720504,10-08-2021,15-08-2021,15-09-2021,15-10-2021,TX,4800,6698,111.64,0.1398,0.1661,65004.0,13
942144,1162895,11-10-2021,13-02-2021,13-03-2021,16-04-2021,CA,16200,17797,382.43,0.1465,0.2075,55000.0,19
651689,833605,11-01-2021,15-12-2021,15-01-2022,15-12-2021,PA,20000,27790,463.3,0.138,0.1473,47004.0,26
801883,1007500,11-07-2021,15-08-2021,15-09-2021,15-08-2021,NY,20000,22491,379.47,0.1479,0.1227,83004.0,18
706684,898917,11-04-2021,13-03-2021,13-04-2021,13-03-2021,TX,15000,18016,338.85,0.1268,0.0888,105000.0,23
548918,707633,10-07-2021,13-03-2021,13-04-2021,15-09-2021,OH,16000,20650,372.13,0.1398,0.2429,45000.0,21
675017,862726,11-02-2021,11-10-2021,11-11-2021,11-10-2021,OH,20000,21595,467.13,0.1417,0.1024,75000.0,36
975107,1198008,11-10-2021,12-03-2021,12-04-2021,12-03-2021,MN,34475,36115,807.01,0.1427,0.2956,73000.0,46
1012332,1239453,11-12-2021,15-06-2021,15-07-2021,15-06-2021,CA,35000,47757,819.3,0.1427,0.0199,121000.0,15
661218,845643,11-02-2021,16-02-2021,16-03-2021,16-02-2021,PA,9975,13864,231.07,0.138,0.0039,30996.0,5
675108,862831,11-02-2021,12-02-2021,12-03-2021,12-02-2021,NC,25000,28298,598.43,0.1528,0.01,65004.0,17
847288,1058760,11-08-2021,15-11-2021,15-12-2021,16-03-2021,FL,7000,10446,175.82,0.1749,0.0206,70000.0,29
799440,1004635,11-07-2021,12-03-2021,12-04-2021,12-03-2021,MD,14400,15629,357.03,0.1689,0.0643,75000.0,11
680395,869191,11-02-2021,15-02-2021,15-03-2021,15-03-2021,CA,35000,49856,844.64,0.1565,0.1761,93000.0,42
616223,790136,10-11-2021,12-04-2021,12-05-2021,16-03-2021,NC,2100,2497,50.59,0.1557,0.2096,12996.0,7
635366,813922,10-12-2021,11-08-2021,11-09-2021,16-05-2021,NY,14400,15602,341.3,0.1483,0.2207,84996.0,19
571522,735153,10-09-2021,15-09-2021,15-10-2021,15-09-2021,CA,8000,11472,191.21,0.1521,0.2088,48333.0,18
582418,748500,10-09-2021,12-03-2021,12-04-2021,16-05-2021,NY,14000,16225,340.09,0.1595,0.1385,250000.0,11
823159,1031702,11-07-2021,15-04-2021,15-05-2021,15-11-2021,IL,4200,5957,102.12,0.1599,0.1608,15600.0,13
646391,827042,11-01-2021,16-01-2021,16-02-2021,16-05-2021,OH,4000,5781,96.37,0.1557,0.247,53304.0,11
